district,date,month,year,visitors
Mancherial,4/1/2016,April,2016,0
Mancherial,5/1/2016,May,2016,0
Mancherial,6/1/2016,June,2016,0
Mancherial,7/1/2016,July,2016,0
Mancherial,8/1/2016,August,2016,0
Mancherial,9/1/2016,September,2016,0
Mancherial,10/1/2016,October,2016,0
Mancherial,11/1/2016,November,2016,0
Mancherial,12/1/2016,December,2016,0
Medak0,1/1/2016,January,2016,0
Medak0,2/1/2016,February,2016,0
Medak0,3/1/2016,March,2016,0
Medak0,4/1/2016,April,2016,0
Medak0,5/1/2016,May,2016,0
Medak0,6/1/2016,June,2016,0
Medak0,7/1/2016,July,2016,0
Medak0,8/1/2016,August,2016,0
Medak0,9/1/2016,September,2016,0
Medak0,10/1/2016,October,2016,0
Medak0,11/1/2016,November,2016,0
Medak0,12/1/2016,December,2016,0
Medchal0,1/1/2016,January,2016,0
Medchal0,2/1/2016,February,2016,0
Medchal0,3/1/2016,March,2016,0
Medchal0,4/1/2016,April,2016,0
Medchal0,5/1/2016,May,2016,0
Medchal0,6/1/2016,June,2016,0
Medchal0,7/1/2016,July,2016,0
Medchal0,8/1/2016,August,2016,0
Medchal0,9/1/2016,September,2016,0
Medchal0,10/1/2016,October,2016,0
Medchal0,11/1/2016,November,2016,0
Medchal0,12/1/2016,December,2016,0
Nagarkurnool0,1/1/2016,January,2016,0
Nagarkurnool0,2/1/2016,February,2016,0
Nagarkurnool0,3/1/2016,March,2016,0
Nagarkurnool0,4/1/2016,April,2016,0
Nagarkurnool0,5/1/2016,May,2016,0
Nagarkurnool0,6/1/2016,June,2016,0
Nagarkurnool0,7/1/2016,July,2016,0
Nagarkurnool0,8/1/2016,August,2016,0
Nagarkurnool0,9/1/2016,September,2016,0
Nagarkurnool0,10/1/2016,October,2016,8
Nagarkurnool0,11/1/2016,November,2016,11
Nagarkurnool0,12/1/2016,December,2016,10
Nalgonda,1/1/2016,January,2016,0
Nalgonda,2/1/2016,February,2016,0
Nalgonda,3/1/2016,March,2016,0
Nalgonda,4/1/2016,April,2016,0
Nalgonda,5/1/2016,May,2016,0
Nalgonda,6/1/2016,June,2016,0
Nalgonda,7/1/2016,July,2016,0
Nalgonda,8/1/2016,August,2016,0
Nalgonda,9/1/2016,September,2016,0
Nalgonda,10/1/2016,October,2016,0
Nalgonda,11/1/2016,November,2016,0
Nalgonda,12/1/2016,December,2016,0
Nirmal,1/1/2016,January,2016,0
Nirmal,2/1/2016,February,2016,0
Nirmal,3/1/2016,March,2016,0
Nirmal,4/1/2016,April,2016,0
Nirmal,5/1/2016,May,2016,0
Nirmal,6/1/2016,June,2016,0
Nirmal,7/1/2016,July,2016,0
Nirmal,8/1/2016,August,2016,0
Nirmal,9/1/2016,September,2016,0
Nirmal,10/1/2016,October,2016,0
Nirmal,11/1/2016,November,2016,0
Nirmal,12/1/2016,December,2016,0
Nizamabad,1/1/2016,January,2016,0
Nizamabad,2/1/2016,February,2016,0
Nizamabad,3/1/2016,March,2016,0
Nizamabad,4/1/2016,April,2016,0
Nizamabad,5/1/2016,May,2016,0
Nizamabad,6/1/2016,June,2016,0
Nizamabad,7/1/2016,July,2016,0
Nizamabad,8/1/2016,August,2016,0
Nizamabad,9/1/2016,September,2016,0
Nizamabad,10/1/2016,October,2016,0
Nizamabad,11/1/2016,November,2016,0
Nizamabad,12/1/2016,December,2016,0
Peddapalli,1/1/2016,January,2016,0
Peddapalli,2/1/2016,February,2016,0
Peddapalli,3/1/2016,March,2016,0
Peddapalli,4/1/2016,April,2016,0
Peddapalli,5/1/2016,May,2016,0
Peddapalli,6/1/2016,June,2016,0
Peddapalli,7/1/2016,July,2016,0
Peddapalli,8/1/2016,August,2016,0
Peddapalli,9/1/2016,September,2016,0
Peddapalli,10/1/2016,October,2016,0
Peddapalli,11/1/2016,November,2016,0
Peddapalli,12/1/2016,December,2016,0
Rajanna0Sircilla0,1/1/2016,January,2016,0
Rajanna0Sircilla0,2/1/2016,February,2016,0
Rajanna0Sircilla0,3/1/2016,March,2016,0
Rajanna0Sircilla0,4/1/2016,April,2016,0
Rajanna0Sircilla0,5/1/2016,May,2016,0
Rajanna0Sircilla0,6/1/2016,June,2016,0
Rajanna0Sircilla0,7/1/2016,July,2016,0
Rajanna0Sircilla0,8/1/2016,August,2016,0
Rajanna0Sircilla0,9/1/2016,September,2016,0
Rajanna0Sircilla0,10/1/2016,October,2016,0
Rajanna0Sircilla0,11/1/2016,November,2016,0
Rajanna0Sircilla0,12/1/2016,December,2016,0
Ranga0Reddy,1/1/2016,January,2016,0
Ranga0Reddy,2/1/2016,February,2016,0
Ranga0Reddy,3/1/2016,March,2016,0
Ranga0Reddy,4/1/2016,April,2016,0
Ranga0Reddy,5/1/2016,May,2016,0
Ranga0Reddy,6/1/2016,June,2016,0
Ranga0Reddy,7/1/2016,July,2016,0
Ranga0Reddy,8/1/2016,August,2016,0
Ranga0Reddy,9/1/2016,September,2016,0
Ranga0Reddy,10/1/2016,October,2016,0
Ranga0Reddy,11/1/2016,November,2016,0
Ranga0Reddy,12/1/2016,December,2016,0
Sangareddy0,1/1/2016,January,2016,0
Sangareddy0,2/1/2016,February,2016,0
Sangareddy0,3/1/2016,March,2016,0
Sangareddy0,4/1/2016,April,2016,0
Sangareddy0,5/1/2016,May,2016,0
Sangareddy0,6/1/2016,June,2016,0
Sangareddy0,7/1/2016,July,2016,0
Sangareddy0,8/1/2016,August,2016,0
Sangareddy0,9/1/2016,September,2016,0
Sangareddy0,10/1/2016,October,2016,0
Sangareddy0,11/1/2016,November,2016,0
Sangareddy0,12/1/2016,December,2016,0
Siddipet,1/1/2016,January,2016,0
Siddipet,2/1/2016,February,2016,0
Siddipet,3/1/2016,March,2016,0
Siddipet,4/1/2016,April,2016,0
Siddipet,5/1/2016,May,2016,0
Siddipet,6/1/2016,June,2016,0
Siddipet,7/1/2016,July,2016,0
Siddipet,8/1/2016,August,2016,0
Siddipet,9/1/2016,September,2016,0
Siddipet,10/1/2016,October,2016,0
Siddipet,11/1/2016,November,2016,0
Siddipet,12/1/2016,December,2016,0
Suryapet,1/1/2016,January,2016,0
Suryapet,2/1/2016,February,2016,0
Suryapet,3/1/2016,March,2016,0
Suryapet,4/1/2016,April,2016,0
Suryapet,5/1/2016,May,2016,0
Suryapet,6/1/2016,June,2016,0
Suryapet,7/1/2016,July,2016,0
Suryapet,8/1/2016,August,2016,0
Suryapet,9/1/2016,September,2016,0
Suryapet,10/1/2016,October,2016,0
Suryapet,11/1/2016,November,2016,0
Suryapet,12/1/2016,December,2016,0
Vikarabad,1/1/2016,January,2016,0
Vikarabad,2/1/2016,February,2016,0
Vikarabad,3/1/2016,March,2016,0
Vikarabad,4/1/2016,April,2016,0
Vikarabad,5/1/2016,May,2016,0
Vikarabad,6/1/2016,June,2016,0
Vikarabad,7/1/2016,July,2016,0
Vikarabad,8/1/2016,August,2016,0
Vikarabad,9/1/2016,September,2016,0
Vikarabad,10/1/2016,October,2016,0
Vikarabad,11/1/2016,November,2016,0
Vikarabad,12/1/2016,December,2016,0
Wanaparthy0,1/1/2016,January,2016,0
Wanaparthy0,2/1/2016,February,2016,0
Wanaparthy0,3/1/2016,March,2016,0
Wanaparthy0,4/1/2016,April,2016,0
Wanaparthy0,5/1/2016,May,2016,0
Wanaparthy0,6/1/2016,June,2016,0
Wanaparthy0,7/1/2016,July,2016,0
Wanaparthy0,8/1/2016,August,2016,0
Wanaparthy0,9/1/2016,September,2016,0
Wanaparthy0,10/1/2016,October,2016,0
Wanaparthy0,11/1/2016,November,2016,0
Wanaparthy0,12/1/2016,December,2016,0
Warangal0(Rural),1/1/2016,January,2016,0
Warangal0(Rural),2/1/2016,February,2016,0
Warangal0(Rural),3/1/2016,March,2016,0
Warangal0(Rural),4/1/2016,April,2016,0
Warangal0(Rural),5/1/2016,May,2016,0
Warangal0(Rural),6/1/2016,June,2016,0
Warangal0(Rural),7/1/2016,July,2016,0
Warangal0(Rural),8/1/2016,August,2016,0
Warangal0(Rural),9/1/2016,September,2016,0
Warangal0(Rural),10/1/2016,October,2016,0
Warangal0(Rural),11/1/2016,November,2016,0
Warangal0(Rural),12/1/2016,December,2016,0
Warangal0(Urban),1/1/2016,January,2016,459
Warangal0(Urban),2/1/2016,February,2016,391
Warangal0(Urban),3/1/2016,March,2016,230
Warangal0(Urban),4/1/2016,April,2016,39
Warangal0(Urban),5/1/2016,May,2016,82
Warangal0(Urban),6/1/2016,June,2016,88
Warangal0(Urban),7/1/2016,July,2016,53
Warangal0(Urban),8/1/2016,August,2016,102
Warangal0(Urban),9/1/2016,September,2016,118
Warangal0(Urban),10/1/2016,October,2016,108
Warangal0(Urban),11/1/2016,November,2016,97
Warangal0(Urban),12/1/2016,December,2016,132
Yadadri0Bhongir,1/1/2016,January,2016,0
Yadadri0Bhongir,2/1/2016,February,2016,0
Yadadri0Bhongir,3/1/2016,March,2016,0
Yadadri0Bhongir,4/1/2016,April,2016,0
Yadadri0Bhongir,5/1/2016,May,2016,0
Yadadri0Bhongir,6/1/2016,June,2016,0
Yadadri0Bhongir,7/1/2016,July,2016,0
Yadadri0Bhongir,8/1/2016,August,2016,0
Yadadri0Bhongir,9/1/2016,September,2016,0
Yadadri0Bhongir,10/1/2016,October,2016,0
Yadadri0Bhongir,11/1/2016,November,2016,0
Yadadri0Bhongir,12/1/2016,December,2016,0
Adilabad,1/1/2017,January,2017,5
Adilabad,2/1/2017,February,2017,0
Adilabad,3/1/2017,March,2017,0
Adilabad,4/1/2017,April,2017,0
Adilabad,5/1/2017,May,2017,0
Adilabad,6/1/2017,June,2017,3
Adilabad,7/1/2017,July,2017,0
Adilabad,8/1/2017,August,2017,0
Adilabad,9/1/2017,September,2017,3
Adilabad,10/1/2017,October,2017,0
Adilabad,11/1/2017,November,2017,0
Adilabad,12/1/2017,December,2017,0
Bhadradri0Kothagudem0,1/1/2017,January,2017,0
Bhadradri0Kothagudem0,2/1/2017,February,2017,0
Bhadradri0Kothagudem0,3/1/2017,March,2017,0
Bhadradri0Kothagudem0,4/1/2017,April,2017,0
Bhadradri0Kothagudem0,5/1/2017,May,2017,0
Bhadradri0Kothagudem0,6/1/2017,June,2017,0
Bhadradri0Kothagudem0,7/1/2017,July,2017,0
Bhadradri0Kothagudem0,8/1/2017,August,2017,0
Bhadradri0Kothagudem0,9/1/2017,September,2017,0
Bhadradri0Kothagudem0,10/1/2017,October,2017,0
Bhadradri0Kothagudem0,11/1/2017,November,2017,0
Bhadradri0Kothagudem0,12/1/2017,December,2017,0
Hyderabad,1/1/2017,January,2017,19286
Hyderabad,2/1/2017,February,2017,18097
Hyderabad,3/1/2017,March,2017,13875
Hyderabad,4/1/2017,April,2017,12996
Hyderabad,5/1/2017,May,2017,12983
Hyderabad,6/1/2017,June,2017,12486
Hyderabad,7/1/2017,July,2017,18144
Hyderabad,8/1/2017,August,2017,16985
Hyderabad,9/1/2017,September,2017,27856
Hyderabad,10/1/2017,October,2017,26368
Hyderabad,11/1/2017,November,2017,29170
Hyderabad,12/1/2017,December,2017,38933
Jagtial0,1/1/2017,January,2017,0
Jagtial0,2/1/2017,February,2017,0
Jagtial0,3/1/2017,March,2017,0
Jagtial0,4/1/2017,April,2017,0
Jagtial0,5/1/2017,May,2017,0
Jagtial0,6/1/2017,June,2017,0
Jagtial0,7/1/2017,July,2017,0
Jagtial0,8/1/2017,August,2017,0
Jagtial0,9/1/2017,September,2017,0
Jagtial0,10/1/2017,October,2017,0
Jagtial0,11/1/2017,November,2017,0
Jagtial0,12/1/2017,December,2017,0
Jangaon0,1/1/2017,January,2017,0
Jangaon0,2/1/2017,February,2017,0
Jangaon0,3/1/2017,March,2017,0
Jangaon0,4/1/2017,April,2017,0
Jangaon0,5/1/2017,May,2017,0
Jangaon0,6/1/2017,June,2017,0
Jangaon0,7/1/2017,July,2017,0
Jangaon0,8/1/2017,August,2017,0
Jangaon0,9/1/2017,September,2017,0
Jangaon0,10/1/2017,October,2017,0
Jangaon0,11/1/2017,November,2017,0
Jangaon0,12/1/2017,December,2017,0
Jayashankar0Bhoopalpally,1/1/2017,January,2017,85
Jayashankar0Bhoopalpally,2/1/2017,February,2017,38
Jayashankar0Bhoopalpally,3/1/2017,March,2017,35
Jayashankar0Bhoopalpally,4/1/2017,April,2017,36
Jayashankar0Bhoopalpally,5/1/2017,May,2017,40
Jayashankar0Bhoopalpally,6/1/2017,June,2017,35
Jayashankar0Bhoopalpally,7/1/2017,July,2017,42
Jayashankar0Bhoopalpally,8/1/2017,August,2017,45
Jayashankar0Bhoopalpally,9/1/2017,September,2017,56
Jayashankar0Bhoopalpally,10/1/2017,October,2017,55
Jayashankar0Bhoopalpally,11/1/2017,November,2017,58
Jayashankar0Bhoopalpally,12/1/2017,December,2017,57
Jogulamba0Gadwal0,1/1/2017,January,2017,20
Jogulamba0Gadwal0,2/1/2017,February,2017,16
Jogulamba0Gadwal0,3/1/2017,March,2017,32
Jogulamba0Gadwal0,4/1/2017,April,2017,29
Jogulamba0Gadwal0,5/1/2017,May,2017,31
Jogulamba0Gadwal0,6/1/2017,June,2017,32
Jogulamba0Gadwal0,7/1/2017,July,2017,34
Jogulamba0Gadwal0,8/1/2017,August,2017,25
Jogulamba0Gadwal0,9/1/2017,September,2017,42
Jogulamba0Gadwal0,10/1/2017,October,2017,13
Jogulamba0Gadwal0,11/1/2017,November,2017,21
Jogulamba0Gadwal0,12/1/2017,December,2017,10
Kamareddy0,1/1/2017,January,2017,0
Kamareddy0,2/1/2017,February,2017,0
Kamareddy0,3/1/2017,March,2017,0
Kamareddy0,4/1/2017,April,2017,0
Kamareddy0,5/1/2017,May,2017,0
Kamareddy0,6/1/2017,June,2017,0
Kamareddy0,7/1/2017,July,2017,0
Kamareddy0,8/1/2017,August,2017,0
Kamareddy0,9/1/2017,September,2017,0
Kamareddy0,10/1/2017,October,2017,0
Kamareddy0,11/1/2017,November,2017,0
Kamareddy0,12/1/2017,December,2017,0
Karimnagar0,1/1/2017,January,2017,0
Karimnagar0,2/1/2017,February,2017,0
Karimnagar0,3/1/2017,March,2017,0
Karimnagar0,4/1/2017,April,2017,0
Karimnagar0,5/1/2017,May,2017,0
Karimnagar0,6/1/2017,June,2017,0
Karimnagar0,7/1/2017,July,2017,0
Karimnagar0,8/1/2017,August,2017,0
Karimnagar0,9/1/2017,September,2017,0
Karimnagar0,10/1/2017,October,2017,0
Karimnagar0,11/1/2017,November,2017,0
Karimnagar0,12/1/2017,December,2017,0
Khammam,1/1/2017,January,2017,0
Khammam,2/1/2017,February,2017,0
Khammam,3/1/2017,March,2017,0
Khammam,4/1/2017,April,2017,0
Khammam,5/1/2017,May,2017,0
Khammam,6/1/2017,June,2017,0
Khammam,7/1/2017,July,2017,0
Khammam,8/1/2017,August,2017,0
Khammam,9/1/2017,September,2017,0
Khammam,10/1/2017,October,2017,0
Khammam,11/1/2017,November,2017,0
Khammam,12/1/2017,December,2017,0
Komaram0Bheem0Asifabad,1/1/2017,January,2017,0
Komaram0Bheem0Asifabad,2/1/2017,February,2017,0
Komaram0Bheem0Asifabad,3/1/2017,March,2017,0
Komaram0Bheem0Asifabad,4/1/2017,April,2017,0
Komaram0Bheem0Asifabad,5/1/2017,May,2017,0
Komaram0Bheem0Asifabad,6/1/2017,June,2017,0
Komaram0Bheem0Asifabad,7/1/2017,July,2017,0
Komaram0Bheem0Asifabad,8/1/2017,August,2017,0
Komaram0Bheem0Asifabad,9/1/2017,September,2017,0
Komaram0Bheem0Asifabad,10/1/2017,October,2017,0
Komaram0Bheem0Asifabad,11/1/2017,November,2017,0
Komaram0Bheem0Asifabad,12/1/2017,December,2017,0
Mahabubabad0,1/1/2017,January,2017,0
Mahabubabad0,2/1/2017,February,2017,0
Mahabubabad0,3/1/2017,March,2017,0
Mahabubabad0,4/1/2017,April,2017,0
Mahabubabad0,5/1/2017,May,2017,0
Mahabubabad0,6/1/2017,June,2017,0
Mahabubabad0,7/1/2017,July,2017,0
Mahabubabad0,8/1/2017,August,2017,0
Mahabubabad0,9/1/2017,September,2017,0
Mahabubabad0,10/1/2017,October,2017,0
Mahabubabad0,11/1/2017,November,2017,0
Mahabubabad0,12/1/2017,December,2017,0
Mahbubnagar,1/1/2017,January,2017,42
Mahbubnagar,2/1/2017,February,2017,39
Mahbubnagar,3/1/2017,March,2017,38
Mahbubnagar,4/1/2017,April,2017,39
Mahbubnagar,5/1/2017,May,2017,41
Mahbubnagar,6/1/2017,June,2017,43
Mahbubnagar,7/1/2017,July,2017,42
Mahbubnagar,8/1/2017,August,2017,44
Mahbubnagar,9/1/2017,September,2017,54
Mahbubnagar,10/1/2017,October,2017,47
Mahbubnagar,11/1/2017,November,2017,49
Mahbubnagar,12/1/2017,December,2017,42
Mancherial,1/1/2017,January,2017,0
Mancherial,2/1/2017,February,2017,0
Mancherial,3/1/2017,March,2017,0
Mancherial,4/1/2017,April,2017,0
Mancherial,5/1/2017,May,2017,0
Mancherial,6/1/2017,June,2017,0
Mancherial,7/1/2017,July,2017,0
Mancherial,8/1/2017,August,2017,0
Mancherial,9/1/2017,September,2017,0
Mancherial,10/1/2017,October,2017,0
Mancherial,11/1/2017,November,2017,0
Mancherial,12/1/2017,December,2017,0
Medak0,1/1/2017,January,2017,0
Medak0,2/1/2017,February,2017,0
Medak0,3/1/2017,March,2017,0
Medak0,4/1/2017,April,2017,0
Medak0,5/1/2017,May,2017,0
Medak0,6/1/2017,June,2017,0
Medak0,7/1/2017,July,2017,0
Medak0,8/1/2017,August,2017,0
Medak0,9/1/2017,September,2017,0
Medak0,10/1/2017,October,2017,0
Medak0,11/1/2017,November,2017,0
Medak0,12/1/2017,December,2017,0
Medchal0,1/1/2017,January,2017,0
Medchal0,2/1/2017,February,2017,0
Medchal0,3/1/2017,March,2017,0
Medchal0,4/1/2017,April,2017,0
Medchal0,5/1/2017,May,2017,0
Medchal0,6/1/2017,June,2017,0
Medchal0,7/1/2017,July,2017,0
Medchal0,8/1/2017,August,2017,0
Medchal0,9/1/2017,September,2017,0
Medchal0,10/1/2017,October,2017,0
Medchal0,11/1/2017,November,2017,0
Medchal0,12/1/2017,December,2017,0
Nagarkurnool0,1/1/2017,January,2017,19
Nagarkurnool0,2/1/2017,February,2017,25
Nagarkurnool0,3/1/2017,March,2017,24
Nagarkurnool0,4/1/2017,April,2017,29
Nagarkurnool0,5/1/2017,May,2017,31
Nagarkurnool0,6/1/2017,June,2017,35
Nagarkurnool0,7/1/2017,July,2017,25
Nagarkurnool0,8/1/2017,August,2017,23
Nagarkurnool0,9/1/2017,September,2017,32
Nagarkurnool0,10/1/2017,October,2017,18
Nagarkurnool0,11/1/2017,November,2017,21
Nagarkurnool0,12/1/2017,December,2017,29
Nalgonda,1/1/2017,January,2017,0
Nalgonda,2/1/2017,February,2017,0
Nalgonda,3/1/2017,March,2017,0
Nalgonda,4/1/2017,April,2017,0
Nalgonda,5/1/2017,May,2017,0
Nalgonda,6/1/2017,June,2017,0
Nalgonda,7/1/2017,July,2017,0
Nalgonda,8/1/2017,August,2017,0
Nalgonda,9/1/2017,September,2017,0
Nalgonda,10/1/2017,October,2017,0
Nalgonda,11/1/2017,November,2017,0
Nalgonda,12/1/2017,December,2017,0
Nirmal,1/1/2017,January,2017,0
Nirmal,2/1/2017,February,2017,0
Nirmal,3/1/2017,March,2017,0
Nirmal,4/1/2017,April,2017,0
Nirmal,5/1/2017,May,2017,0
Nirmal,6/1/2017,June,2017,0
Nirmal,7/1/2017,July,2017,0
Nirmal,8/1/2017,August,2017,0
Nirmal,9/1/2017,September,2017,0
Nirmal,10/1/2017,October,2017,0
Nirmal,11/1/2017,November,2017,0
Nirmal,12/1/2017,December,2017,0
Nizamabad,1/1/2017,January,2017,0
Nizamabad,2/1/2017,February,2017,0
Nizamabad,3/1/2017,March,2017,0
Nizamabad,4/1/2017,April,2017,2
Nizamabad,5/1/2017,May,2017,0
Nizamabad,6/1/2017,June,2017,0
Nizamabad,7/1/2017,July,2017,0
Nizamabad,8/1/2017,August,2017,0
Nizamabad,9/1/2017,September,2017,0
Nizamabad,10/1/2017,October,2017,0
Nizamabad,11/1/2017,November,2017,0
Nizamabad,12/1/2017,December,2017,0
Peddapalli,1/1/2017,January,2017,0
